ricoId,Label
rico:hasRecordSetType,Has record set type
rico:hasRecordState,Has record state
rico:hasReply,Has reply
rico:hasRepresentationType,Has representation type
rico:hasSender,Has sender
rico:hasSibling,Has sibling
rico:hasSubdivisionTransitive,Has subdivision transitive
rico:hasSubeventTransitive,Has subevent transitive
rico:hasSubordinateTransitive,Has subordinate transitive
rico:hasSuccessor,Has successor
rico:hasTitleType,Has title type
rico:hasUnitOfMeasurement,Has unit of measurement
rico:hasWithin,Has within
rico:included,Included
rico:includesOrIncluded,Includes or included
rico:includesProxy,Includes proxy
rico:includesTransitive,Includes transitive
rico:instantiationToInstantiationRelation_role,Has the role of the Instantiation to Instantiation Relation
rico:intellectualPropertyRightsRelation_role,Has the role of the Intellectual Property Rights Relation
rico:intersects,Intersects
rico:isAccumulationDateOf,Is accumulation date of
rico:isAccumulatorOf,Is accumulator of
rico:isActivityTypeOf,Is activity type of
rico:isAddresseeOf,Is addressee of
rico:isAgentAssociatedWithAgent,Is associated with agent
rico:isAgentAssociatedWithPlace,Is associated with place
rico:isAssociatedWithDate,Is associated with date
rico:isAssociatedWithEvent,Is associated with event
rico:isAssociatedWithPlace,Is associated with place
rico:isAssociatedWithRule,Is associated with rule
rico:isAuthorOf,Is author of
rico:isAuthorizingAgentInMandateRelation,Is authorizing agent in mandate relation
rico:isBeginningDateOf,Is beginning date of
rico:isBirthDateOf,Is birth date of
rico:isBirthPlaceOf,Is birth place of
rico:isCarrierTypeOf,Is carrier type of
rico:isChildOf,Is child of
rico:isCollectorOf,Is collector of
rico:isComponentOfTransitive,Is component of transitive
rico:isConstituentOfProxy,Is constituent of proxy
rico:isConstituentOfTransitive,Is constituent of transitive
rico:isContainedByTransitive,Is contained by transitive
rico:isContentTypeOf,Is content type of
rico:isCopyOf,Is copy of
rico:isCreationDateOf,Is creation date of
rico:isCreatorOf,Is creator of
rico:isDateAssociatedWith,Is date associated with
rico:isDateAssociatedWithRelation,Is date associated with Relation
rico:isDateOfOccurrenceOf,Is date of occurrence of
rico:isDateTypeOf,Is date type of
rico:isDeathDateOf,Is death date of
rico:isDeathPlaceOf,Is death place of
rico:isDerivationDateOf,Is derivation date of
rico:isDestructionDateOf,Is destruction date of
rico:isDirectComponentOf,Is direct component of
rico:isDirectConstituentOf,Is direct constituent of
rico:isDirectConstituentOfProxy,Is direct constituent of proxy
rico:isDirectPartOf,Is direct part of
rico:isDirectSubdivisionOf,Is direct subdivision of
rico:isDirectSubeventOf,Is direct subevent of
rico:isDirectSubordinateTo,Is direct subordinate to
rico:isDirectlyContainedBy,Is directly contained by
rico:isDirectlyIncludedIn,Is directly included in
rico:isDirectlyIncludedInProxy,Is directly included in proxy
rico:isDocumentaryFormTypeOf,Is documentary form type of
rico:isDraftOf,Is draft of
rico:isEndDateOf,Is end date of
rico:isEquivalentTo,Is equivalent to
rico:isEventAssociatedWith,Is event associated with
rico:isEventTypeOf,Is event type of
rico:isEvidencedBy,Is evidenced by
rico:isExtentOf,Is extent of
rico:isExtentTypeOf,Is extent type of
rico:isFamilyTypeOf,Is family type of
rico:isFromUseDateOf,Is from use date of
rico:isFunctionallyEquivalentTo,Is functionally equivalent to
rico:isIdentifierTypeOf,Is identifier type of
rico:isIncludedInProxy,Is included in proxy
rico:isIncludedInTransitive,Is included in transitive
rico:isInstantiationAssociatedWithInstantiation,Is instantiation associated with instantiation
rico:isLastUpdateDateOf,Is last update date of
rico:isMainThingRepresentedByContentOf,Is main thing represented by content of
rico:isMigrationDateOf,Is migration date of
rico:isModificationDateOf,Is modification date of
rico:isOrWasAccumulationDateOfAllMembersOf,Is or was accumulation date of all members of
rico:isOrWasAccumulationDateOfMostMembersOf,Is or was accumulation date of most members of
rico:isOrWasAccumulationDateOfSomeMembersOf,Is or was accumulation date of some members of
rico:isOrWasActiveAtDate,Is or was active at date
rico:isOrWasActivityDateOf,Is or was date of activity of
rico:isOrWasAdjacentTo,Is or was adjacent to
rico:isOrWasAffectedBy,Is or was affected by
rico:isOrWasAgentNameOf,Is or was agent name of
rico:isOrWasAnalogueInstantiationOf,Is or was analogue instantiation of
rico:isOrWasAppellationOf,Is or was appellation of
rico:isOrWasAttendedByStudent,Is or was attended by student
rico:isOrWasComponentOf,Is or was component of
rico:isOrWasConstituentOf,Is or was constituent of
rico:isOrWasContainedBy,Is or was subdivision of
rico:isOrWasContentTypeOfAllMembersOf,Is or was content type of all members of
rico:isOrWasContentTypeOfSomeMembersOf,Is or was content type of some members of
rico:isOrWasControllerOf,Is or was controller of
rico:isOrWasCoordinatesOf,Is or was coordinates of
rico:isOrWasCorporateBodyTypeOf,Is or was corporate body type of
rico:isOrWasCreationDateOfAllMembersOf,Is or was creation date of all members of
rico:isOrWasCreationDateOfMostMembersOf,Is or was creation date of most members of
rico:isOrWasCreationDateOfSomeMembersOf,Is or was creation date of some members of
rico:isOrWasDemographicGroupOf,Is or was demographic group of
rico:isOrWasDerivedFromInstantiation,Is or was derived from instantiation
rico:isOrWasDescribedBy,Is or was described by
rico:isOrWasDigitalInstantiationOf,Is or was digital instantiation of
rico:isOrWasDocumentaryFormTypeOfAllMembersOf,Is or was documentary form type of all members of
rico:isOrWasDocumentaryFormTypeOfSomeMembersOf,Is or was documentary form type of some members of
rico:isOrWasEmployerOf,Is or was employer of
rico:isOrWasEnforcedBy,Is or was enforced by
rico:isOrWasExpressedBy,Is or was expressed by
rico:isOrWasHolderOf,Is or was holder of
rico:isOrWasHolderOfIntellectualPropertyRightsOf,Is or was holder of intellectual property rights of
rico:isOrWasIdentifierOf,Is or was identifier of
rico:isOrWasIncludedIn,Is or was included in
rico:isOrWasInstantiationOf,Is or was instantiation of
rico:isOrWasJurisdictionOf,Is or was jurisdiction of
rico:isOrWasLanguageOf,Is or was language of
rico:isOrWasLanguageOfAllMembersOf,Is or was language of all members of
rico:isOrWasLanguageOfSomeMembersOf,Is or was language of some members of
rico:isOrWasLeaderOf,Is or was leader of
rico:isOrWasLegalStatusOf,Is or was legal status of
rico:isOrWasLegalStatusOfAllMembersOf,Is or was legal status of all members of
rico:isOrWasLegalStatusOfSomeMembersOf,Is or was legal status of some members of
rico:isOrWasLocationOf,Is or was location of
rico:isOrWasLocationOfAgent,Is or was location of agent
rico:isOrWasMainSubjectOf,Is or was main subject of
rico:isOrWasMainSubjectOfAllMembersOf,Is or was main subject of all members of
rico:isOrWasMainSubjectOfSomeMembersOf,Is or was main subject of some members of
rico:isOrWasMainThingRepresentedByContentOfSomeMembersOf,Is or was main thing represented by content of some members of
rico:isOrWasManagerOf,Is or was manager of
rico:isOrWasMandateTypeOf,Is or was mandate type of
rico:isOrWasMemberOf,Is or was member of
rico:isOrWasNameOf,Is or was name of
rico:isOrWasOccupationTypeOf,Is or was occupation type of
rico:isOrWasOccupiedBy,Is or was occupied by
rico:isOrWasOwnerOf,Is or was owner of
rico:isOrWasPartOf,Is or was part of
rico:isOrWasParticipantIn,Is or was participant in
rico:isOrWasPerformedBy,Is or was performed by
rico:isOrWasPhysicalLocationOf,Is or was physical location of
rico:isOrWasPlaceNameOf,Is or was place name of
rico:isOrWasPlaceTypeOf,Is or was place type of
rico:isOrWasRecordStateOfAllMembersOf,Is or was record state of all members of
rico:isOrWasRecordStateOfSomeMembersOf,Is or was record state of some members of
rico:isOrWasRegulatedBy,Is or was regulated by
rico:isOrWasRepresentedByContentOfSomeMembersOf,Is or was represented by content of some members of
rico:isOrWasResponsibleForEnforcing,Is or was responsible for enforcing
rico:isOrWasRuleTypeOf,Is or was rule type of
rico:isOrWasSubdivisionOf,Is or was subdivision of
rico:isOrWasSubeventOf,Is or was subevent of
rico:isOrWasSubjectOf,Is or was subject of
rico:isOrWasSubjectOfAllMembersOf,Is or was subject of all members of
rico:isOrWasSubjectOfSomeMembersOf,Is or was subject of some members of
rico:isOrWasSubordinateTo,Is or was subordinate to
rico:isOrWasTitleOf,Is or was title of
rico:isOrWasTypeOf,Is or was type of
rico:isOrWasTypeOfAllMembersOf,Is or was type of all members of
rico:isOrWasTypeOfSomeMembersOf,Is or was type of some members of
rico:isOrWasUnderAuthorityOf,Is or was under authority of
rico:isOrganicOrFunctionalProvenanceOf,Is organic or functional provenance of
rico:isOrganicProvenanceDateOf,Is organic provenance date of
rico:isOrganicProvenanceOf,Is organic provenance of
rico:isOriginalOf,Is original of
rico:isPartOfTransitive,Is part of transitive
rico:isPlaceAssociatedWith,Is place associated with
rico:isPlaceAssociatedWithAgent,Is place associated with agent
rico:isProductionTechniqueTypeOf,Is production technique type of
rico:isPublicationDateOf,Is publication date of
rico:isPublisherOf,Is publisher of
rico:isReceiverOf,Is receiver of
rico:isRecordResourceAssociatedWithRecordResource,Is record resource associated with record resource
rico:isRecordSetTypeOf,Is record set type of
rico:isRecordStateOf,Is record state of
rico:isRelatedTo,Is related to
rico:isReplyTo,Is reply to
rico:isRepresentationTypeOf,Is representation type of
rico:isRepresentedByContentOf,Is represented by content of
rico:isResponsibleForIssuing,Is responsible for issuing
rico:isRuleAssociatedWith,Is rule associated with
rico:isSenderOf,Is sender of
rico:isSourceOfInformationOfRecordResource,Is source of information of Record Resource
rico:isSubdivisionOfTransitive,Is subdivision of transitive
rico:isSubeventOfTransitive,Is subevent of transitive
rico:isSubordinateToTransitive,Is subordinate to transitive
rico:isSuccessorOf,Is successor of
rico:isTitleTypeOf,Is title type of
rico:isToUseDateOf,Is to use date of
rico:isUnitOfMeasurementOf,Is unit of measurement of
rico:isWithin,Is within
rico:issuedBy,Issued by
rico:knowingOfRelation_role,Has the role of the Knowing Of Relation
rico:knowingRelation_role,Has the role of the Knowing Relation
rico:knownBy,Known by
rico:knows,Knows
rico:knowsOf,Knows of
rico:leadershipRelation_role,Has the role of the Leadership Relation
rico:leadershipWithPosition,Leadership with position
rico:managementRelation_role,Has the role of the Management Relation
rico:mandateRelation_role,Has the role of the Mandate Relation
rico:membershipRelation_role,Has the role of the Membership Relation
rico:membershipWithPosition,Membership with position
rico:migratedFrom,Migrated from
rico:migratedInto,Migrated into
rico:migrationRelation_role,Has the role of the Migration Relation
rico:occupiesOrOccupied,Occupies or occupied
rico:occurredAtDate,Occurred at date
rico:organicOrFunctionalProvenanceRelation_role,Has the role of the Organic or functional provenance Relation
rico:organicProvenanceRelation_role,Has the role of the Organic Provenance Relation
rico:overlapsOrOverlapped,Overlaps or overlapped
rico:ownershipRelation_role,Has the role of the Ownership Relation
rico:performanceRelation_role,Has the role of the Performance Relation
rico:performsOrPerformed,Performs or performed
rico:placeRelation_role,Has the role of the Place Relation
rico:positionHoldingRelation_role,Has the role of the Position Holding Relation
rico:positionIsContextOfLeadershipRelation,Position is context of leadership relation
rico:positionIsContextOfMembershipRelation,Position is context of membership relation
rico:positionToGroupRelation_role,Has the role of the Position to Group Relation
rico:precededInSequence,Preceded in sequence
rico:precedesInSequenceTransitive,Precedes in sequence transitive
rico:precedesInTime,Precedes in time
rico:precedesOrPreceded,Precedes or preceded
rico:precedesProxyInSequence,Precedes proxy in sequence
rico:proxyDirectlyFollowsInSequence,Proxy directly follows in sequence
rico:proxyDirectlyFollowsProxyInSequence,Proxy directly follows proxy in sequence
rico:proxyDirectlyIncludes,Proxy directly includes
rico:proxyDirectlyIncludesProxy,Proxy directly includes proxy
rico:proxyDirectlyPrecedesInSequence,Proxy directly precedes in sequence
rico:proxyDirectlyPrecedesProxyInSequence,Proxy directly precedes proxy in sequence
rico:proxyFollowsInSequence,Proxy follows in sequence
rico:proxyFollowsProxyInSequenceTransitive,Proxy follows proxy in sequence transitive
rico:proxyFor,Proxy for
rico:proxyHasConstituent,Proxy has constituent
rico:proxyHasConstituentProxyTransitive,Proxy has constituent proxy transitive
rico:proxyHasDirectConstituent,Proxy has direct constituent
rico:proxyHasDirectConstituentProxy,Proxy has direct constituent proxy
rico:proxyIn,Proxy in
rico:proxyInRecord,Proxy in record
rico:proxyInRecordSet,Proxy in record set
rico:proxyIncludes,Proxy includes
rico:proxyIncludesProxyTransitive,Proxy includes proxy transitive
rico:proxyIsConstituentOf,Proxy is constituent of
rico:proxyIsConstituentOfProxyTransitive,Proxy is constituent of proxy transitive
rico:proxyIsDirectConstituentOf,Proxy is direct constituent of
rico:proxyIsDirectConstituentOfProxy,Proxy is direct constituent of proxy
rico:proxyIsDirectlyIncludedIn,Proxy is directly included in
rico:proxyIsDirectlyIncludedInProxy,Proxy is directly included in proxy
rico:proxyIsIncludedIn,Proxy is included in
rico:proxyIsIncludedInProxyTransitive,Proxy is included in proxy transitive
rico:proxyPrecedesInSequence,Proxy precedes in sequence
rico:proxyPrecedesProxyInSequenceTransitive,Proxy precedes proxy in sequence transitive
rico:recordResourceGeneticRelation_role,Has the role of the Record Resource Genetic Relation
rico:recordResourceHasSourceOfInformation,Resources used to produce this data
rico:recordResourceHoldingRelation_role,Has the role of the Record Resource Holding Relation
rico:recordResourceToInstantiationRelation_role,Has the role of the Record Resource to Instantiation Relation
rico:recordResourceToRecordResourceRelation_role,Has the role of the Record Resource to Record Resource Relation
rico:regulatesOrRegulated,Regulates or regulated
rico:relationConnects,Relation with
rico:relationHasContext,Relation has context
rico:relationHasDate,Relation has date
rico:relationHasSource,Source
rico:relationHasTarget,Target
rico:relation_role,Has the role of the Relation
rico:resultedFromTheMergerOf,Resulted from the merger of
rico:resultedFromTheSplitOf,Resulted from the split of
rico:resultsOrResultedFrom,Results or resulted from
rico:resultsOrResultedIn,Results or resulted in
rico:roleIsContextOfCreationRelation,Role is context of creation relation
rico:ruleRelation_role,Has the role of the Rule Relation
rico:sequentialRelation_role,Has the role of the Sequential Relation
rico:siblingRelation_role,Has the role of the Sibling Relation
rico:spouseRelation_role,Has the role of the Spouse Relation
rico:studiesOrStudiedAt,Studies or studied at
rico:studyAtRelation_role,Has the role of the Study At Relation
rico:teachingRelation_role,Has the role of the Teaching Relation
rico:temporalRelation_role,Has the role of the Temporal Relation
rico:thingIsConnectedToRelation,Is connected to relation
rico:thingIsContextOfRelation,Thing is context of relation
rico:thingIsSourceOfRelation,Is source of relation
rico:thingIsTargetOfRelation,Is target of relation
rico:typeRelation_role,Has the role of the Type Relation
rico:wasComponentOf,Was component of
rico:wasConstituentOf,Was constituent of
rico:wasContainedBy,Was subdivision of
rico:wasIncludedIn,Was included in
rico:wasLastUpdatedAtDate,Was last updated at date
rico:wasMergedInto,Was merged into
rico:wasPartOf,Was part of
rico:wasSplitInto,Was split into
rico:wasSubdivisionOf,Was subdivision of
rico:wasSubeventOf,Was subevent of
rico:wasSubordinateTo,Was subordinate to
rico:wasUsedFromDate,Was used from date
rico:wasUsedToDate,Was used to date
rico:wholePartRelation_role,Has the role of the Whole Part Relation
rico:workRelation_role,Has the role of the Work Relation
